codigo_tuss;codigo_cbhpm;descricao;porte;custo_operacional_uco;pagina_publicacao
40503020;4.05.03.02-0;Análise de DNA fetal por enzima de restrição, por enzima utilizada, por amostra (adicional;3C;4,824;162
40503038;4.05.03.03-8;Análise de DNA fetal por sonda ou PCR por locus, por amostra;3A;22,256;162
40503046;4.05.03.04-6;Análise de DNA pela técnica multiplex por locus extra, por amostra;1C;4,848;162
40503054;4.05.03.05-4;Análise de DNA pela técnica multiplex por locus, por amostra;1C;22,256;162
40503062;4.05.03.06-2;Análise de DNA por sonda, ou PCR por locus, por amostra;1C;22,256;162
40503070;4.05.03.07-0;Diagnóstico genético pré-implantação por DNA, por sonda de FISH ou por primer de PCR, por;3B;22,256;162
40503089;4.05.03.08-9;Extração de DNA (osso) por amostra;1B;40,360;162
40503097;4.05.03.09-7;Extração de DNA (sangue, urina, líquido aminiótico, vilo trofoblástico etc.) por amostra;1A;2,816;162
40503100;4.05.03.10-0;Seqüenciamento gênico por seqüências de até 500 pares de bases;2A;17,360;162
40600009;4.06.00.00-9;Porte Custo Código Procedimentos Oper. PROCEDIMENTOS (4.06.01.00-5) 4.06.01.08-0 Ato de co;3B;;163
40601013;4.06.01.01-3;Procedimento diagnóstico peroperatório sem deslocamento do patologista;3C;5,800;164
40601021;4.06.01.02-1;Procedimento diagnóstico peroperatório - peça adicional ou margem cirúrgica;3A;5,800;164
40601030;4.06.01.03-0;Procedimento diagnóstico peroperatório com deslocamento do patologista;3C;11,600;164
40601048;4.06.01.04-8;Necrópsia de adulto/criança e natimorto com suspeita de anomalia genética;9A;16,000;163
40601056;4.06.01.05-6;Necrópsia de embrião / feto até 500 gramas;7A;5,800;163
40601064;4.06.01.06-4;Microscopia eletrônica;7B;20,000;163
40601072;4.06.01.07-2;Ato de coleta de PAAF de órgãos ou estruturas superficiais - sem deslocamento do patologis;2A;;163
40601099;4.06.01.09-9;Ato de coleta de PAAF de órgãos ou estruturas superficiais com deslocamento do patologista;2A;;163
40601102;4.06.01.10-2;Ato de coleta de PAAF de órgãos ou estruturas profundas com deslocamento do patologista;3B;;163
40601110;4.06.01.11-0;Procedimento diagnóstico em biópsia simples “imprint” e “cell block”;2A;2,060;163
40601129;4.06.01.12-9;Procedimento diagnóstico citopatológico oncótico de líquidos e raspados cutâneos;2A;2,060;163
40601137;4.06.01.13-7;Procedimento diagnóstico em citopatologia cérvico-vaginal oncótica;1B;1,030;163
40601145;4.06.01.14-5;Procedimento diagnóstico em citologia hormonal seriado;1C;1,500;163
40601153;4.06.01.15-3;Procedimento diagnóstico em revisão de lâminas ou cortes histológicos seriados;4B;3,000;164
40601161;4.06.01.16-1;Procedimento diagnóstico em citologia hormonal isolada;1A;0,875;163
40601170;4.06.01.17-0;Procedimento diagnóstico em painel de imunoistoquímica (duas a cinco reações);4C;27,000;163
40601188;4.06.01.18-8;Procedimento diagnóstico em reação imunoistoquímica isolada;4A;9,500;164
40601196;4.06.01.19-6;Procedimento diagnóstico em fragmentos múltiplos de biópsias de mesmo órgão ou topografia,;3A;4,500;163
40601218;4.06.01.21-8;Procedimento diagnóstico em peça cirúrgica ou anatômica complexa;3A;4,500;164
40601226;4.06.01.22-6;Procedimento diagnóstico em grupos de linfonodos, estruturas vizinhas e margens de peças a;2A;2,060;163
40601234;4.06.01.23-4;Procedimento diagnóstico em amputação de membros sem causa oncológica;2A;7,283;163
40601242;4.06.01.24-2;Procedimento diagnóstico em amputação de membros - causa oncológica;3A;14,600;163
40601250;4.06.01.25-0;Procedimento diagnóstico em lâminas de PAAF até 5;2A;2,060;163
40601269;4.06.01.26-9;Coloração especial por coloração;1B;1,030;163
40601277;4.06.01.27-7;Procedimento diagnóstico em imunofluorescência;4C;27,000;163
40601285;4.06.01.28-5;Procedimento diagnóstico em painel de hibridização “in situ”;4C;27,000;163
40601293;4.06.01.29-3;Procedimento diagnóstico por captura híbrida;1C;17,750;164
40601307;4.06.01.30-7;Procedimento diagnóstico em citometria de fluxo (por monoclonal pesquisado);1A;8,050;163
40601315;4.06.01.31-5;Procedimento diagnóstico em citometria de imagens;4C;27,000;163
40601323;4.06.01.32-3;Procedimento diagnóstico citopatológico em meio líquido;1B;2,500;163
41200004;4.12.00.00-4;Porte Custo Código Procedimentos Oper. PROCEDIMENTOS / TÉCNICAS DE RADIOTERAPIA EXTERNA (4;1A;1,800;188
41203020;4.12.03.02-0;Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento;14A;756,930;188
41203038;4.12.03.03-8;Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento;14B;908,320;188
41203046;4.12.03.04-6;Radiocirurgia (RTC) - nível 3, três lesões e/ou de mais de quatro isocentros - por tratame;14C;1067,130;188
41203054;4.12.03.05-4;Radioterapia com Modulação da Intensidade do Feixe (IMRT) - por tratamento;14C;1476,210;188
41203062;4.12.03.06-2;Radioterapia Conformada Tridimensional (RCT-3D) com Acelerador Linear - por tratamento;14C;1067,130;188
41203070;4.12.03.07-0;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - po;1C;3,610;188
41203089;4.12.03.08-9;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo;1C;3,330;188
41203097;4.12.03.09-7;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo;1A;2,300;188
41203100;4.12.03.10-0;Radioterapia de Corpo Inteiro - por tratamento;13A;217,040;188
41203119;4.12.03.11-9;Radioterapia de Meio Corpo (HBI) - por dia de tratamento;3C;19,130;188
41203127;4.12.03.12-7;Radioterapia de Pele Total (TSI) - por tratamento;14C;1067,130;188
41203135;4.12.03.13-5;Radioterapia Estereotática - 1º dia de tratamento;14B;524,520;188
41203143;4.12.03.14-3;Radioterapia Estereotática - por dia subsequente;4B;23,300;188
41203151;4.12.03.15-1;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo;1A;1,800;188
41203160;4.12.03.16-0;Radioterapia Intra-operatória (IORT) - por tratamento;14A;436,000;188
41203178;4.12.03.17-8;Radioterapia Rotatória com acelerador linear com fótons e elétrons - por volume tratado e;4C;24,690;188
41203186;4.12.03.18-6;Radioterapia Rotatória com acelerador linear só com fótons - por volume tratado e por dia;3C;12,520;188
41203194;4.12.03.19-4;Radioterapia Rotatória com unidade de cobalto - por volume tratado e por dia;3A;12,520;188
41204026;4.12.04.02-6;Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte;1A;1,800;189
41204034;4.12.04.03-4;Planejamento de tratamento computadorizado - 1 por volume tratado;3C;20,520;189
41204042;4.12.04.04-2;Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado;8C;72,260;189
41204050;4.12.04.05-0;Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado;3A;12,520;189
41204063;4.12.04.06-3;Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado;3C;16,380;189
41204077;4.12.04.07-7;Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado;3A;13,960;189
41204085;4.12.04.08-5;Simulação de tratamento simples (sem tomografia computadorizada) - 1 por volume tratado;2C;10,570;189
41204093;4.12.04.09-3;Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento;2C;9,730;189
